signal_date,ticker,entry_close,sortino_score,status,exit_date,exit_close,gross_ret_pct,net_ret_pct,incumbent_day_avg_net,excess_over_incumbent
2026-07-30,HFCL.NS,184.69,0.2799,OPEN,,,,,,
2026-07-30,JAYNECOIND.NS,86.94,0.2028,OPEN,,,,,,
2026-07-30,KARURVYSYA.NS,340.3,0.1873,OPEN,,,,,,
2026-07-30,KIRLOSENG.NS,2128.4,0.2933,OPEN,,,,,,
2026-07-30,KTKBANK.NS,290.75,0.2162,OPEN,,,,,,
2026-07-30,LAURUSLABS.NS,1781.3,0.3144,OPEN,,,,,,
2026-07-30,MTARTECH.NS,5453.5,0.3175,OPEN,,,,,,
2026-07-30,NATIONALUM.NS,347.65,0.1929,OPEN,,,,,,
2026-07-30,NETWEB.NS,4192.59,0.2053,OPEN,,,,,,
2026-07-30,NYKAA.NS,333.75,0.2274,OPEN,,,,,,
2026-07-30,PAISALO.NS,71.06,0.2748,OPEN,,,,,,
2026-07-30,RADICO.NS,4366.6,0.1924,OPEN,,,,,,
2026-07-30,SHAILY.NS,3029.1,0.204,OPEN,,,,,,
2026-07-30,SONACOMS.NS,763.75,0.2197,OPEN,,,,,,
2026-07-30,STARHEALTH.NS,610.4,0.2119,OPEN,,,,,,
2026-07-30,STLTECH.NS,530.55,0.3739,OPEN,,,,,,
2026-07-30,SYRMA.NS,1376.39,0.2051,OPEN,,,,,,
2026-07-30,TDPOWERSYS.NS,1056.68,0.232,OPEN,,,,,,
2026-07-30,TORNTPHARM.NS,4872.1,0.186,OPEN,,,,,,
2026-07-30,TVSMOTOR.NS,4208.4,0.1974,OPEN,,,,,,
2026-07-30,WELCORP.NS,1655.0,0.2398,OPEN,,,,,,
2026-07-31,ABCAPITAL.NS,404.3,0.1966,OPEN,,,,,,
2026-07-31,ACUTAAS.NS,3104.9,0.294,OPEN,,,,,,
2026-07-31,ADANIENSOL.NS,1645.4,0.2371,OPEN,,,,,,
2026-07-31,ADANIPOWER.NS,211.31,0.2202,OPEN,,,,,,
2026-07-31,AEGISLOG.NS,1280.8,0.1962,OPEN,,,,,,
2026-07-31,ANANDRATHI.NS,2073.7,0.2788,OPEN,,,,,,
2026-07-31,APOLLO.NS,389.9,0.2094,OPEN,,,,,,
2026-07-31,ASTRAMICRO.NS,1861.6,0.2315,OPEN,,,,,,
2026-07-31,BHARATFORG.NS,2199.8,0.2801,OPEN,,,,,,
2026-07-31,CEMPRO.NS,1367.8,0.2032,OPEN,,,,,,
2026-07-31,CUMMINSIND.NS,5519.0,0.2084,OPEN,,,,,,
2026-07-31,CUPID.NS,230.62,0.424,OPEN,,,,,,
2026-07-31,FEDERALBNK.NS,357.63,0.3041,OPEN,,,,,,
2026-07-31,GRANULES.NS,824.65,0.2568,OPEN,,,,,,
2026-07-31,GRWRHITECH.NS,7151.5,0.2068,OPEN,,,,,,
2026-07-31,HFCL.NS,193.92,0.2922,OPEN,,,,,,
2026-07-31,JAYNECOIND.NS,86.03,0.2053,OPEN,,,,,,
2026-07-31,KIRLOSENG.NS,2189.8,0.3117,OPEN,,,,,,
2026-07-31,KTKBANK.NS,284.75,0.214,OPEN,,,,,,
2026-07-31,LAURUSLABS.NS,1816.2,0.2979,OPEN,,,,,,
2026-07-31,MTARTECH.NS,5726.0,0.3336,OPEN,,,,,,
2026-07-31,NATIONALUM.NS,350.05,0.2041,OPEN,,,,,,
2026-07-31,NETWEB.NS,4521.18,0.2354,OPEN,,,,,,
2026-07-31,NYKAA.NS,333.4,0.2351,OPEN,,,,,,
2026-07-31,PAISALO.NS,71.2,0.2854,OPEN,,,,,,
2026-07-31,SHAILY.NS,3061.4,0.2142,OPEN,,,,,,
2026-07-31,SONACOMS.NS,769.4,0.2259,OPEN,,,,,,
2026-07-31,STARHEALTH.NS,601.0,0.2046,OPEN,,,,,,
2026-07-31,STLTECH.NS,557.05,0.3669,OPEN,,,,,,
2026-07-31,SYRMA.NS,1365.4,0.196,OPEN,,,,,,
2026-07-31,TDPOWERSYS.NS,1130.45,0.2499,OPEN,,,,,,
2026-07-31,TORNTPHARM.NS,5122.8,0.2118,OPEN,,,,,,
2026-07-31,TVSMOTOR.NS,4313.1,0.2043,OPEN,,,,,,
2026-07-31,WELCORP.NS,1650.6,0.2496,OPEN,,,,,,
2026-08-03,ABCAPITAL.NS,424.35,0.2173,OPEN,,,,,,
2026-08-03,ACUTAAS.NS,3116.4,0.2905,OPEN,,,,,,
2026-08-03,ADANIENSOL.NS,1647.0,0.2333,OPEN,,,,,,
2026-08-03,ADANIPOWER.NS,213.65,0.2117,OPEN,,,,,,
2026-08-03,AEGISLOG.NS,1388.3,0.2224,OPEN,,,,,,
2026-08-03,ANANDRATHI.NS,2058.7,0.2648,OPEN,,,,,,
2026-08-03,APOLLO.NS,397.35,0.2181,OPEN,,,,,,
2026-08-03,ARVIND.NS,528.95,0.1987,OPEN,,,,,,
2026-08-03,ASTRAMICRO.NS,1848.8,0.2305,OPEN,,,,,,
2026-08-03,BHARATFORG.NS,2211.0,0.288,OPEN,,,,,,
2026-08-03,CHENNPETRO.NS,1270.11,0.197,OPEN,,,,,,
2026-08-03,CUMMINSIND.NS,5550.0,0.21,OPEN,,,,,,
2026-08-03,CUPID.NS,230.95,0.4225,OPEN,,,,,,
2026-08-03,FEDERALBNK.NS,370.43,0.3243,OPEN,,,,,,
2026-08-03,GRANULES.NS,843.2,0.2716,OPEN,,,,,,
2026-08-03,GRWRHITECH.NS,7182.0,0.2041,OPEN,,,,,,
2026-08-03,HFCL.NS,202.52,0.2962,OPEN,,,,,,
2026-08-03,KARURVYSYA.NS,348.1,0.196,OPEN,,,,,,
2026-08-03,KIRLOSENG.NS,2225.2,0.3211,OPEN,,,,,,
2026-08-03,KTKBANK.NS,289.45,0.2233,OPEN,,,,,,
2026-08-03,LAURUSLABS.NS,1811.4,0.2879,OPEN,,,,,,
2026-08-03,MTARTECH.NS,6012.0,0.3414,OPEN,,,,,,
2026-08-03,NATIONALUM.NS,369.0,0.216,OPEN,,,,,,
2026-08-03,NETWEB.NS,4583.14,0.2211,OPEN,,,,,,
2026-08-03,NYKAA.NS,344.9,0.2474,OPEN,,,,,,
2026-08-03,PAISALO.NS,72.29,0.2932,OPEN,,,,,,
2026-08-03,PARAS.NS,1292.3,0.2111,OPEN,,,,,,
2026-08-03,RADICO.NS,4459.1,0.2063,OPEN,,,,,,
2026-08-03,SONACOMS.NS,785.0,0.2299,OPEN,,,,,,
2026-08-03,STLTECH.NS,584.9,0.3751,OPEN,,,,,,
2026-08-03,SYRMA.NS,1359.21,0.1949,OPEN,,,,,,
2026-08-03,TDPOWERSYS.NS,1111.86,0.234,OPEN,,,,,,
2026-08-03,TVSMOTOR.NS,4389.0,0.2114,OPEN,,,,,,
2026-08-03,WELCORP.NS,1715.3,0.2384,OPEN,,,,,,
2026-08-04,ABCAPITAL.NS,420.0,0.2189,OPEN,,,,,,
2026-08-04,ACUTAAS.NS,3224.3,0.2876,OPEN,,,,,,
2026-08-04,ADANIENSOL.NS,1646.0,0.2342,OPEN,,,,,,
2026-08-04,ADANIPOWER.NS,209.95,0.2076,OPEN,,,,,,
2026-08-04,AEGISLOG.NS,1357.9,0.2187,OPEN,,,,,,
2026-08-04,ANANDRATHI.NS,2034.0,0.2609,OPEN,,,,,,
2026-08-04,APOLLO.NS,398.2,0.2268,OPEN,,,,,,
2026-08-04,ARVIND.NS,547.35,0.212,OPEN,,,,,,
2026-08-04,ASTRAMICRO.NS,1835.4,0.2262,OPEN,,,,,,
2026-08-04,BHARATFORG.NS,2195.0,0.2735,OPEN,,,,,,
2026-08-04,CHENNPETRO.NS,1270.3,0.1991,OPEN,,,,,,
2026-08-04,CUMMINSIND.NS,5550.0,0.2045,OPEN,,,,,,
2026-08-04,CUPID.NS,237.99,0.429,OPEN,,,,,,
2026-08-04,FEDERALBNK.NS,361.22,0.3085,OPEN,,,,,,
2026-08-04,GRANULES.NS,825.7,0.2373,OPEN,,,,,,
2026-08-04,GRWRHITECH.NS,7326.0,0.2088,OPEN,,,,,,
2026-08-04,HFCL.NS,202.78,0.3026,OPEN,,,,,,
2026-08-04,KIRLOSENG.NS,2273.9,0.3217,OPEN,,,,,,
2026-08-04,KTKBANK.NS,296.05,0.2361,OPEN,,,,,,
2026-08-04,LAURUSLABS.NS,1850.0,0.3124,OPEN,,,,,,
2026-08-04,MTARTECH.NS,6312.5,0.3522,OPEN,,,,,,
2026-08-04,NATIONALUM.NS,377.0,0.2255,OPEN,,,,,,
2026-08-04,NETWEB.NS,4759.23,0.2239,OPEN,,,,,,
2026-08-04,NYKAA.NS,342.5,0.2368,OPEN,,,,,,
2026-08-04,PAISALO.NS,71.11,0.2872,OPEN,,,,,,
2026-08-04,PARAS.NS,1300.3,0.2084,OPEN,,,,,,
2026-08-04,RADICO.NS,4450.0,0.2046,OPEN,,,,,,
2026-08-04,SHAILY.NS,3075.7,0.2028,OPEN,,,,,,
2026-08-04,SONACOMS.NS,787.0,0.2396,OPEN,,,,,,
2026-08-04,STLTECH.NS,604.45,0.3954,OPEN,,,,,,
2026-08-04,SYRMA.NS,1420.15,0.2012,OPEN,,,,,,
2026-08-04,TDPOWERSYS.NS,1126.95,0.2238,OPEN,,,,,,
2026-08-04,TVSMOTOR.NS,4360.0,0.2098,OPEN,,,,,,
2026-08-04,WELCORP.NS,1736.6,0.2363,OPEN,,,,,,
2026-08-05,ABCAPITAL.NS,424.7,0.2112,OPEN,,,,,,
2026-08-05,ACUTAAS.NS,3282.8,0.2689,OPEN,,,,,,
2026-08-05,ADANIENSOL.NS,1642.0,0.2395,OPEN,,,,,,
2026-08-05,ADANIPOWER.NS,208.99,0.207,OPEN,,,,,,
2026-08-05,AEGISLOG.NS,1395.8,0.2278,OPEN,,,,,,
2026-08-05,ANANDRATHI.NS,2037.6,0.2676,OPEN,,,,,,
2026-08-05,APOLLO.NS,399.05,0.2247,OPEN,,,,,,
2026-08-05,ARVIND.NS,545.1,0.2325,OPEN,,,,,,
2026-08-05,ASTRAMICRO.NS,1809.4,0.2241,OPEN,,,,,,
2026-08-05,BHARATFORG.NS,2197.1,0.2878,OPEN,,,,,,
2026-08-05,CHENNPETRO.NS,1249.42,0.2013,OPEN,,,,,,
2026-08-05,CUPID.NS,252.11,0.4397,OPEN,,,,,,
2026-08-05,FEDERALBNK.NS,355.24,0.3046,OPEN,,,,,,
2026-08-05,GRANULES.NS,845.1,0.2456,OPEN,,,,,,
2026-08-05,GRWRHITECH.NS,7409.5,0.2209,OPEN,,,,,,
2026-08-05,HFCL.NS,212.23,0.3207,OPEN,,,,,,
2026-08-05,HINDCOPPER.NS,533.8,0.2157,OPEN,,,,,,
2026-08-05,KIRLOSENG.NS,2241.4,0.3181,OPEN,,,,,,
2026-08-05,KTKBANK.NS,299.65,0.2443,OPEN,,,,,,
2026-08-05,LAURUSLABS.NS,1835.0,0.3124,OPEN,,,,,,
2026-08-05,MTARTECH.NS,6628.0,0.3657,OPEN,,,,,,
2026-08-05,NATIONALUM.NS,381.0,0.2313,OPEN,,,,,,
2026-08-05,NETWEB.NS,4890.75,0.229,OPEN,,,,,,
2026-08-05,NYKAA.NS,335.35,0.2361,OPEN,,,,,,
2026-08-05,PAISALO.NS,69.14,0.28,OPEN,,,,,,
2026-08-05,PARAS.NS,1295.3,0.2177,OPEN,,,,,,
2026-08-05,RADICO.NS,4550.0,0.2095,OPEN,,,,,,
2026-08-05,SAILIFE.NS,1394.3,0.2012,OPEN,,,,,,
2026-08-05,SHAILY.NS,3176.2,0.2165,OPEN,,,,,,
2026-08-05,SONACOMS.NS,814.6,0.2662,OPEN,,,,,,
2026-08-05,STLTECH.NS,634.65,0.4108,OPEN,,,,,,
2026-08-05,SYRMA.NS,1432.63,0.2061,OPEN,,,,,,
2026-08-05,TDPOWERSYS.NS,1201.9,0.2429,OPEN,,,,,,
2026-08-05,TVSMOTOR.NS,4455.2,0.218,OPEN,,,,,,
2026-08-05,WELCORP.NS,1788.1,0.2505,OPEN,,,,,,
2026-08-06,ABCAPITAL.NS,421.5,0.2167,OPEN,,,,,,
2026-08-06,ACUTAAS.NS,3260.6,0.2739,OPEN,,,,,,
2026-08-06,ADANIENSOL.NS,1620.0,0.2415,OPEN,,,,,,
2026-08-06,ADANIPOWER.NS,208.12,0.2191,OPEN,,,,,,
2026-08-06,AEGISLOG.NS,1400.0,0.2298,OPEN,,,,,,
2026-08-06,ANANDRATHI.NS,2071.5,0.2888,OPEN,,,,,,
2026-08-06,APOLLO.NS,403.95,0.2321,OPEN,,,,,,
2026-08-06,ARVIND.NS,546.1,0.2337,OPEN,,,,,,
2026-08-06,ASTRAMICRO.NS,1802.2,0.2277,OPEN,,,,,,
2026-08-06,BHARATFORG.NS,2210.0,0.2982,OPEN,,,,,,
2026-08-06,CHENNPETRO.NS,1238.3,0.2079,OPEN,,,,,,
2026-08-06,CUPID.NS,262.61,0.4384,OPEN,,,,,,
2026-08-06,FEDERALBNK.NS,352.35,0.3241,OPEN,,,,,,
2026-08-06,GRANULES.NS,838.65,0.2598,OPEN,,,,,,
2026-08-06,GRWRHITECH.NS,7338.5,0.2293,OPEN,,,,,,
2026-08-06,HFCL.NS,203.67,0.3164,OPEN,,,,,,
2026-08-06,HINDCOPPER.NS,545.95,0.2272,OPEN,,,,,,
2026-08-06,KIRLOSENG.NS,2248.9,0.3223,OPEN,,,,,,
2026-08-06,KTKBANK.NS,306.8,0.2595,OPEN,,,,,,
2026-08-06,LAURUSLABS.NS,1830.0,0.3262,OPEN,,,,,,
2026-08-06,MTARTECH.NS,6959.0,0.3823,OPEN,,,,,,
2026-08-06,NATIONALUM.NS,381.0,0.2382,OPEN,,,,,,
2026-08-06,NAVINFLUOR.NS,8650.0,0.227,OPEN,,,,,,
2026-08-06,NETWEB.NS,4813.0,0.2146,OPEN,,,,,,
2026-08-06,NYKAA.NS,331.95,0.2305,OPEN,,,,,,
2026-08-06,PAISALO.NS,68.98,0.2856,OPEN,,,,,,
2026-08-06,PARAS.NS,1316.7,0.2374,OPEN,,,,,,
2026-08-06,SAILIFE.NS,1413.5,0.215,OPEN,,,,,,
2026-08-06,SHAILY.NS,3366.3,0.2296,OPEN,,,,,,
2026-08-06,SHILPAMED.NS,738.8,0.2134,OPEN,,,,,,
2026-08-06,SONACOMS.NS,792.0,0.2655,OPEN,,,,,,
2026-08-06,STLTECH.NS,633.85,0.4189,OPEN,,,,,,
2026-08-06,SYRMA.NS,1416.55,0.2058,OPEN,,,,,,
2026-08-06,TDPOWERSYS.NS,1227.7,0.2505,OPEN,,,,,,
2026-08-06,WELCORP.NS,1819.6,0.2724,OPEN,,,,,,
2026-08-07,ACUTAAS.NS,3297.9,0.2712,OPEN,,,,,,
2026-08-07,ADANIENSOL.NS,1630.1,0.2409,OPEN,,,,,,
2026-08-07,ADANIPOWER.NS,209.0,0.211,OPEN,,,,,,
2026-08-07,AEGISLOG.NS,1371.0,0.2287,OPEN,,,,,,
2026-08-07,ANANDRATHI.NS,2101.5,0.2865,OPEN,,,,,,
2026-08-07,APOLLO.NS,403.85,0.2283,OPEN,,,,,,
2026-08-07,ARVIND.NS,560.55,0.2432,OPEN,,,,,,
2026-08-07,ASTRAMICRO.NS,1840.0,0.23,OPEN,,,,,,
2026-08-07,AUROPHARMA.NS,1658.0,0.2075,OPEN,,,,,,
2026-08-07,BHARATFORG.NS,2265.2,0.3191,OPEN,,,,,,
2026-08-07,CHENNPETRO.NS,1275.4,0.2185,OPEN,,,,,,
2026-08-07,CUPID.NS,262.13,0.427,OPEN,,,,,,
2026-08-07,FEDERALBNK.NS,355.04,0.3269,OPEN,,,,,,
2026-08-07,GRANULES.NS,873.85,0.3113,OPEN,,,,,,
2026-08-07,GRWRHITECH.NS,6973.0,0.2133,OPEN,,,,,,
2026-08-07,HFCL.NS,207.98,0.3157,OPEN,,,,,,
2026-08-07,HINDCOPPER.NS,536.1,0.2163,OPEN,,,,,,
2026-08-07,KIRLOSENG.NS,2161.7,0.3204,OPEN,,,,,,
2026-08-07,KTKBANK.NS,310.0,0.2593,OPEN,,,,,,
2026-08-07,LAURUSLABS.NS,1844.3,0.3237,OPEN,,,,,,
2026-08-07,MOTHERSON.NS,168.5,0.2192,OPEN,,,,,,
2026-08-07,MTARTECH.NS,7085.5,0.3833,OPEN,,,,,,
2026-08-07,NATIONALUM.NS,381.0,0.2285,OPEN,,,,,,
2026-08-07,NAVINFLUOR.NS,8271.0,0.2083,OPEN,,,,,,
2026-08-07,NEULANDLAB.NS,22855.0,0.2164,OPEN,,,,,,
2026-08-07,NYKAA.NS,332.0,0.2243,OPEN,,,,,,
2026-08-07,PAISALO.NS,68.68,0.2811,OPEN,,,,,,
2026-08-07,PARAS.NS,1277.1,0.2239,OPEN,,,,,,
2026-08-07,SHILPAMED.NS,759.75,0.2256,OPEN,,,,,,
2026-08-07,SONACOMS.NS,818.05,0.2739,OPEN,,,,,,
2026-08-07,STLTECH.NS,638.9,0.4153,OPEN,,,,,,
2026-08-07,SYRMA.NS,1423.24,0.2146,OPEN,,,,,,
2026-08-07,TDPOWERSYS.NS,1260.9,0.2537,OPEN,,,,,,
2026-08-07,WELCORP.NS,1839.8,0.2806,OPEN,,,,,,
2026-08-10,ACUTAAS.NS,3282.0,0.2664,OPEN,,,,,,
2026-08-10,ADANIENSOL.NS,1632.0,0.2403,OPEN,,,,,,
2026-08-10,ADANIPOWER.NS,210.65,0.2157,OPEN,,,,,,
2026-08-10,AEGISLOG.NS,1333.7,0.2096,OPEN,,,,,,
2026-08-10,ANANDRATHI.NS,2131.5,0.2972,OPEN,,,,,,
2026-08-10,APOLLO.NS,388.25,0.2111,OPEN,,,,,,
2026-08-10,ARVIND.NS,550.65,0.2388,OPEN,,,,,,
2026-08-10,ASTRAMICRO.NS,1734.7,0.2091,OPEN,,,,,,
2026-08-10,BHARATFORG.NS,2093.1,0.2457,OPEN,,,,,,
2026-08-10,CHENNPETRO.NS,1240.1,0.2148,OPEN,,,,,,
2026-08-10,CUPID.NS,262.71,0.4342,OPEN,,,,,,
2026-08-10,FEDERALBNK.NS,357.13,0.3309,OPEN,,,,,,
2026-08-10,GRANULES.NS,855.15,0.2981,OPEN,,,,,,
2026-08-10,GRWRHITECH.NS,7001.0,0.2149,OPEN,,,,,,
2026-08-10,HFCL.NS,212.97,0.3257,OPEN,,,,,,
2026-08-10,KIRLOSENG.NS,2131.2,0.3119,OPEN,,,,,,
2026-08-10,KTKBANK.NS,305.25,0.2563,OPEN,,,,,,
2026-08-10,LAURUSLABS.NS,1854.0,0.3274,OPEN,,,,,,
2026-08-10,MOTHERSON.NS,167.99,0.2215,OPEN,,,,,,
2026-08-10,MTARTECH.NS,6940.0,0.3576,OPEN,,,,,,
2026-08-10,NATIONALUM.NS,382.7,0.2295,OPEN,,,,,,
2026-08-10,NETWEB.NS,4903.0,0.2114,OPEN,,,,,,
2026-08-10,NEULANDLAB.NS,22216.0,0.2127,OPEN,,,,,,
2026-08-10,NYKAA.NS,323.7,0.2138,OPEN,,,,,,
2026-08-10,PAISALO.NS,69.94,0.281,OPEN,,,,,,
2026-08-10,PARAS.NS,1267.5,0.2178,OPEN,,,,,,
2026-08-10,SAILIFE.NS,1426.2,0.2135,OPEN,,,,,,
2026-08-10,SHAILY.NS,3367.4,0.2153,OPEN,,,,,,
2026-08-10,SHILPAMED.NS,807.55,0.2425,OPEN,,,,,,
2026-08-10,SONACOMS.NS,812.5,0.2675,OPEN,,,,,,
2026-08-10,STLTECH.NS,637.75,0.401,OPEN,,,,,,
2026-08-10,SYRMA.NS,1514.85,0.2374,OPEN,,,,,,
2026-08-10,TDPOWERSYS.NS,1236.4,0.2522,OPEN,,,,,,
2026-08-10,WELCORP.NS,1848.5,0.2863,OPEN,,,,,,
2026-08-11,ACUTAAS.NS,3246.0,0.2691,OPEN,,,,,,
2026-08-11,ADANIENSOL.NS,1622.0,0.2428,OPEN,,,,,,
2026-08-11,ADANIPOWER.NS,209.0,0.2203,OPEN,,,,,,
2026-08-11,ANANDRATHI.NS,2158.0,0.3058,OPEN,,,,,,
2026-08-11,APOLLO.NS,388.7,0.2089,OPEN,,,,,,
2026-08-11,ARVIND.NS,567.65,0.2558,OPEN,,,,,,
2026-08-11,BHARATFORG.NS,2051.0,0.2428,OPEN,,,,,,
2026-08-11,CHENNPETRO.NS,1426.1,0.2553,OPEN,,,,,,
2026-08-11,CUPID.NS,276.65,0.4384,OPEN,,,,,,
2026-08-11,FEDERALBNK.NS,353.34,0.3217,OPEN,,,,,,
2026-08-11,GLAND.NS,2924.4,0.2133,OPEN,,,,,,
2026-08-11,GRANULES.NS,861.0,0.3062,OPEN,,,,,,
2026-08-11,GRWRHITECH.NS,7020.5,0.2235,OPEN,,,,,,
2026-08-11,HFCL.NS,214.24,0.3316,OPEN,,,,,,
2026-08-11,HINDCOPPER.NS,533.3,0.2142,OPEN,,,,,,
2026-08-11,KIRLOSENG.NS,2101.5,0.3147,OPEN,,,,,,
2026-08-11,KTKBANK.NS,302.85,0.263,OPEN,,,,,,
2026-08-11,LAURUSLABS.NS,1858.0,0.3407,OPEN,,,,,,
2026-08-11,MCX.NS,2895.0,0.2095,OPEN,,,,,,
2026-08-11,MOTHERSON.NS,169.26,0.2324,OPEN,,,,,,
2026-08-11,MTARTECH.NS,6893.0,0.3618,OPEN,,,,,,
2026-08-11,NATIONALUM.NS,388.0,0.2313,OPEN,,,,,,
2026-08-11,NETWEB.NS,4859.8,0.2193,OPEN,,,,,,
2026-08-11,NEULANDLAB.NS,22955.0,0.2245,OPEN,,,,,,
2026-08-11,NYKAA.NS,325.0,0.2218,OPEN,,,,,,
2026-08-11,PAISALO.NS,69.31,0.286,OPEN,,,,,,
2026-08-11,PARAS.NS,1284.0,0.2246,OPEN,,,,,,
2026-08-11,SAILIFE.NS,1444.4,0.2183,OPEN,,,,,,
2026-08-11,SHAILY.NS,3457.9,0.2239,OPEN,,,,,,
2026-08-11,SHILPAMED.NS,819.7,0.2695,OPEN,,,,,,
2026-08-11,SONACOMS.NS,800.0,0.2618,OPEN,,,,,,
2026-08-11,STLTECH.NS,620.0,0.396,OPEN,,,,,,
2026-08-11,SYRMA.NS,1493.27,0.2321,OPEN,,,,,,
2026-08-11,TDPOWERSYS.NS,1275.6,0.2564,OPEN,,,,,,
2026-08-11,WELCORP.NS,1836.9,0.2853,OPEN,,,,,,
2026-08-12,ACUTAAS.NS,3153.4,0.2648,OPEN,,,,,,
2026-08-12,ADANIENSOL.NS,1599.0,0.237,OPEN,,,,,,
2026-08-12,ADANIPOWER.NS,206.99,0.211,OPEN,,,,,,
2026-08-12,ANANDRATHI.NS,2189.0,0.3218,OPEN,,,,,,
2026-08-12,APARINDS.NS,18000.0,0.2304,OPEN,,,,,,
2026-08-12,ARVIND.NS,566.85,0.2656,OPEN,,,,,,
2026-08-12,AUROPHARMA.NS,1667.0,0.213,OPEN,,,,,,
2026-08-12,BHARATFORG.NS,2081.5,0.2564,OPEN,,,,,,
2026-08-12,CHENNPETRO.NS,1379.5,0.2432,OPEN,,,,,,
2026-08-12,CUPID.NS,289.87,0.4468,OPEN,,,,,,
2026-08-12,FEDERALBNK.NS,355.64,0.3218,OPEN,,,,,,
2026-08-12,GRANULES.NS,864.8,0.3189,OPEN,,,,,,
2026-08-12,GRWRHITECH.NS,7132.5,0.2243,OPEN,,,,,,
2026-08-12,HFCL.NS,221.52,0.3368,OPEN,,,,,,
2026-08-12,HINDCOPPER.NS,547.7,0.2237,OPEN,,,,,,
2026-08-12,KIRLOSENG.NS,2053.4,0.2872,OPEN,,,,,,
2026-08-12,KTKBANK.NS,313.7,0.2808,OPEN,,,,,,
2026-08-12,LAURUSLABS.NS,1850.0,0.3382,OPEN,,,,,,
2026-08-12,MCX.NS,2970.1,0.2118,OPEN,,,,,,
2026-08-12,MOTHERSON.NS,169.5,0.2375,OPEN,,,,,,
2026-08-12,MTARTECH.NS,7111.5,0.3791,OPEN,,,,,,
2026-08-12,NATIONALUM.NS,420.0,0.2522,OPEN,,,,,,
2026-08-12,NAVINFLUOR.NS,8356.5,0.2099,OPEN,,,,,,
2026-08-12,NETWEB.NS,4837.4,0.2158,OPEN,,,,,,
2026-08-12,NEULANDLAB.NS,22510.0,0.2171,OPEN,,,,,,
2026-08-12,NYKAA.NS,328.05,0.2233,OPEN,,,,,,
2026-08-12,PAISALO.NS,68.75,0.2836,OPEN,,,,,,
2026-08-12,PARAS.NS,1280.7,0.2214,OPEN,,,,,,
2026-08-12,SAILIFE.NS,1463.6,0.2233,OPEN,,,,,,
2026-08-12,SHAILY.NS,3434.0,0.2351,OPEN,,,,,,
2026-08-12,SHILPAMED.NS,805.2,0.2629,OPEN,,,,,,
2026-08-12,SONACOMS.NS,804.5,0.2615,OPEN,,,,,,
2026-08-12,STLTECH.NS,651.0,0.4019,OPEN,,,,,,
2026-08-12,SYRMA.NS,1471.79,0.2321,OPEN,,,,,,
2026-08-12,WELCORP.NS,1867.6,0.2912,OPEN,,,,,,
2026-08-13,ACUTAAS.NS,3110.6,0.264,OPEN,,,,,,
2026-08-13,ADANIENSOL.NS,1583.0,0.2357,OPEN,,,,,,
2026-08-13,ANANDRATHI.NS,2198.8,0.3267,OPEN,,,,,,
2026-08-13,APARINDS.NS,17225.0,0.2158,OPEN,,,,,,
2026-08-13,APOLLO.NS,389.7,0.2136,OPEN,,,,,,
2026-08-13,ARVIND.NS,555.65,0.2609,OPEN,,,,,,
2026-08-13,BHARATFORG.NS,2088.0,0.25,OPEN,,,,,,
2026-08-13,BHEL.NS,420.0,0.2156,OPEN,,,,,,
2026-08-13,CHENNPETRO.NS,1341.8,0.2348,OPEN,,,,,,
2026-08-13,CUPID.NS,294.86,0.4504,OPEN,,,,,,
2026-08-13,FEDERALBNK.NS,351.25,0.3212,OPEN,,,,,,
2026-08-13,GLAND.NS,2967.6,0.2217,OPEN,,,,,,
2026-08-13,GRANULES.NS,857.55,0.3047,OPEN,,,,,,
2026-08-13,GRWRHITECH.NS,7230.0,0.2358,OPEN,,,,,,
2026-08-13,HFCL.NS,227.36,0.3476,OPEN,,,,,,
2026-08-13,HINDCOPPER.NS,544.45,0.2246,OPEN,,,,,,
2026-08-13,KIRLOSENG.NS,2059.9,0.2909,OPEN,,,,,,
2026-08-13,KTKBANK.NS,312.75,0.2831,OPEN,,,,,,
2026-08-13,LAURUSLABS.NS,1851.7,0.3478,OPEN,,,,,,
2026-08-13,MCX.NS,2970.0,0.2173,OPEN,,,,,,
2026-08-13,MOTHERSON.NS,167.4,0.2451,OPEN,,,,,,
2026-08-13,MTARTECH.NS,7234.0,0.3815,OPEN,,,,,,
2026-08-13,NATIONALUM.NS,400.5,0.2396,OPEN,,,,,,
2026-08-13,NAVINFLUOR.NS,8294.0,0.2154,OPEN,,,,,,
2026-08-13,NETWEB.NS,5181.0,0.2357,OPEN,,,,,,
2026-08-13,NEULANDLAB.NS,23207.0,0.2205,OPEN,,,,,,
2026-08-13,NYKAA.NS,331.15,0.2512,OPEN,,,,,,
2026-08-13,PAISALO.NS,69.94,0.2914,OPEN,,,,,,
2026-08-13,PARAS.NS,1342.2,0.247,OPEN,,,,,,
2026-08-13,SHAILY.NS,3406.9,0.2308,OPEN,,,,,,
2026-08-13,SHILPAMED.NS,807.05,0.2595,OPEN,,,,,,
2026-08-13,SONACOMS.NS,799.9,0.2627,OPEN,,,,,,
2026-08-13,STLTECH.NS,660.8,0.408,OPEN,,,,,,
2026-08-13,SYRMA.NS,1466.2,0.234,OPEN,,,,,,
2026-08-13,WELCORP.NS,1883.9,0.2954,OPEN,,,,,,
2026-08-14,ACUTAAS.NS,3235.6,0.2744,OPEN,,,,,,
